brand,car_type,color,fuel_type,gear_type,mileage,model,price,ps,year_of_registration
renault,kleinwagen,rot,benzin,manuell,150000,clio,1000,54,2000
volkswagen,kombi,weiss,diesel,manuell,150000,golf,2000,101,2005
volkswagen,limousine,blau,benzin,automatik,150000,golf,2000,101,2000
volkswagen,limousine,silber,benzin,manuell,150000,andere,1000,,2005
honda,kleinwagen,grau,benzin,manuell,90000,civic,4000,90,2005
audi,,,benzin,manuell,150000,a3,2000,125,2000
volkswagen,,silber,diesel,manuell,150000,touran,4500,105,2007
volkswagen,limousine,silber,diesel,manuell,150000,polo,2000,75,2005
ford,bus,schwarz,diesel,manuell,150000,s_max,,140,2006
lada,,,diesel,manuell,125000,niva,,64,2000
audi,kombi,schwarz,diesel,manuell,150000,a4,4000,120,2008
mercedes_benz,limousine,blau,benzin,automatik,150000,e_klasse,2000,224,2000
skoda,kleinwagen,silber,benzin,manuell,150000,fabia,2000,,2005
volkswagen,kombi,schwarz,diesel,manuell,150000,passat,,140,2012
mini,kleinwagen,blau,benzin,manuell,50000,one,12000,102,2015
volkswagen,limousine,silber,benzin,manuell,150000,transporter,4000,70,1995
volkswagen,cabrio,schwarz,diesel,manuell,150000,eos,7000,140,2008
daihatsu,kleinwagen,weiss,benzin,manuell,90000,cuore,2000,69,2008
opel,kleinwagen,schwarz,benzin,manuell,150000,corsa,2500,60,2007
mercedes_benz,limousine,weiss,benzin,manuell,150000,e_klasse,7000,118,1990
volkswagen,cabrio,,benzin,manuell,150000,golf,1000,75,1995
citroen,limousine,schwarz,benzin,manuell,80000,c1,4000,68,2010
volkswagen,suv,grau,diesel,manuell,70000,tiguan,17500,140,2014
volkswagen,kleinwagen,,benzin,manuell,150000,polo,500,60,2000
audi,cabrio,violet,benzin,automatik,150000,80,6000,173,1995
renault,kleinwagen,blau,benzin,manuell,125000,twingo,1500,75,2006
volkswagen,suv,schwarz,benzin,manuell,125000,tiguan,11000,170,2010
audi,suv,blau,diesel,automatik,150000,q7,11000,233,2006
mini,kleinwagen,blau,benzin,manuell,150000,one,3500,90,2005
opel,kleinwagen,schwarz,benzin,manuell,125000,corsa,7000,70,2012
sonstige_autos,,,,,150000,,90000,,1960
audi,kombi,silber,benzin,manuell,150000,a4,1500,193,2005
renault,bus,silber,benzin,manuell,150000,clio,1000,75,2000
volkswagen,limousine,grau,benzin,manuell,150000,golf,1500,101,2000
smart,kleinwagen,blau,benzin,automatik,100000,fortwo,3000,71,2008
volkswagen,limousine,schwarz,benzin,manuell,150000,golf,1500,101,2000
bmw,kombi,schwarz,diesel,automatik,20000,3er,25000,190,2015
bmw,cabrio,schwarz,benzin,manuell,150000,3er,5000,170,1995
mercedes_benz,kombi,schwarz,diesel,manuell,150000,c_klasse,2500,122,2005
audi,limousine,silber,benzin,manuell,150000,a4,2000,102,2005
opel,kleinwagen,blau,benzin,automatik,150000,corsa,500,65,2000
bmw,limousine,silber,benzin,manuell,150000,5er,2500,150,1995
sonstige_autos,,,,,150000,,2500,,2005
seat,kleinwagen,silber,benzin,manuell,80000,mii,7000,60,2014
ford,kleinwagen,,benzin,manuell,30000,fiesta,6000,82,2008
mercedes_benz,limousine,blau,benzin,manuell,150000,e_klasse,3000,170,2000
bmw,limousine,weiss,benzin,automatik,30000,5er,45000,340,2015
opel,kombi,schwarz,benzin,manuell,125000,insignia,9000,140,2009
mercedes_benz,limousine,schwarz,benzin,automatik,150000,s_klasse,14000,387,2006
hyundai,suv,schwarz,diesel,manuell,150000,santa,11000,197,2011
bmw,kombi,schwarz,diesel,automatik,150000,3er,,163,2006
peugeot,,,diesel,,150000,andere,50,,2005
renault,kleinwagen,blau,lpg,manuell,125000,clio,3500,75,2010
renault,kombi,gold,diesel,manuell,150000,megane,1000,105,2007
volkswagen,cabrio,beige,benzin,manuell,150000,beetle,6000,102,2006
smart,kleinwagen,blau,benzin,,125000,fortwo,2500,45,2000
bmw,,schwarz,benzin,manuell,150000,3er,500,148,2005
opel,cabrio,braun,benzin,manuell,50000,andere,20000,140,2014
skoda,kleinwagen,schwarz,diesel,manuell,150000,fabia,3500,131,2005
opel,kombi,schwarz,diesel,manuell,150000,vectra,1000,115,2005
bmw,kombi,rot,diesel,manuell,150000,3er,4000,163,2007
ford,limousine,,,,5000,andere,3000,,1970
mercedes_benz,kombi,weiss,benzin,manuell,150000,c_klasse,1000,122,2000
mercedes_benz,bus,orange,diesel,automatik,100000,viano,27500,224,2011
bmw,limousine,schwarz,diesel,automatik,150000,1er,7000,143,2009
volkswagen,limousine,schwarz,diesel,manuell,150000,passat,5000,170,2010
volkswagen,kombi,weiss,diesel,manuell,150000,golf,6000,105,2010
bmw,kombi,schwarz,benzin,manuell,150000,3er,6000,129,2006
bmw,limousine,blau,benzin,manuell,150000,3er,8000,218,2006
mercedes_benz,cabrio,weiss,benzin,automatik,40000,slk,35000,245,2015
mercedes_benz,kombi,silber,benzin,automatik,150000,c_klasse,5000,163,2005
volkswagen,kleinwagen,weiss,benzin,manuell,10000,up,8000,60,2015
bmw,coupe,blau,lpg,manuell,5000,3er,,150,2000
ford,kleinwagen,silber,benzin,manuell,90000,focus,4000,80,2007
audi,limousine,schwarz,benzin,automatik,150000,a8,14000,450,2007
mercedes_benz,bus,grau,diesel,automatik,150000,b_klasse,4000,109,2005
sonstige_autos,limousine,weiss,benzin,automatik,100000,,20000,300,1960
skoda,kombi,schwarz,benzin,manuell,100000,roomster,5000,70,2010
mercedes_benz,andere,,diesel,,150000,andere,3500,150,2000
bmw,coupe,,benzin,manuell,150000,3er,,150,1995
nissan,kleinwagen,blau,benzin,manuell,50000,micra,,65,2005
peugeot,cabrio,,benzin,manuell,125000,2_reihe,3000,109,2005
mercedes_benz,cabrio,silber,benzin,manuell,150000,slk,22500,180,1985
volkswagen,kombi,braun,benzin,manuell,150000,passat,6000,160,2008
mercedes_benz,kleinwagen,schwarz,benzin,automatik,150000,a_klasse,27500,360,2015
bmw,cabrio,schwarz,benzin,manuell,150000,3er,10000,170,2007
bmw,limousine,schwarz,benzin,manuell,70000,3er,2000,102,2000
volkswagen,kleinwagen,,benzin,manuell,150000,golf,2500,75,2005
volkswagen,suv,silber,diesel,manuell,150000,tiguan,9000,140,2008
sonstige_autos,limousine,weiss,benzin,manuell,70000,,10000,90,1985
renault,,,benzin,,125000,twingo,3000,60,2008
bmw,kombi,grau,benzin,manuell,150000,3er,5000,143,2005
opel,kleinwagen,weiss,benzin,manuell,60000,andere,12000,101,2014
ford,kleinwagen,blau,benzin,manuell,150000,focus,500,75,2000
seat,coupe,weiss,benzin,automatik,90000,ibiza,10000,179,2013
volvo,limousine,blau,benzin,manuell,150000,s80,1500,140,2005
opel,limousine,silber,benzin,manuell,150000,astra,1500,100,2005
volkswagen,limousine,schwarz,benzin,manuell,10000,polo,13000,65,2015
ford,bus,grau,diesel,manuell,150000,c_max,6000,109,2009
mercedes_benz,kombi,schwarz,benzin,automatik,30000,cla,25000,156,2015
peugeot,cabrio,schwarz,benzin,manuell,150000,2_reihe,1500,109,2005
seat,kleinwagen,weiss,benzin,manuell,80000,ibiza,8000,86,2013
seat,kleinwagen,blau,benzin,manuell,70000,ibiza,4500,86,2008
peugeot,kleinwagen,schwarz,benzin,manuell,100000,2_reihe,3000,75,2009
volkswagen,kombi,blau,diesel,manuell,150000,touran,3000,105,2005
kia,kombi,blau,benzin,manuell,80000,ceed,6000,109,2009
bmw,cabrio,,diesel,manuell,60000,3er,20000,204,2011
ford,kombi,schwarz,benzin,manuell,150000,focus,3000,105,2006
mini,kombi,weiss,diesel,manuell,150000,clubman,8000,96,2013
mercedes_benz,cabrio,rot,benzin,manuell,100000,clk,9000,197,2000
mercedes_benz,cabrio,silber,benzin,automatik,150000,slk,10000,360,2008
bmw,limousine,grau,benzin,automatik,30000,1er,25000,184,2015
bmw,limousine,schwarz,benzin,manuell,150000,3er,1500,118,2000
bmw,limousine,silber,benzin,automatik,150000,5er,6000,150,1995
volkswagen,,blau,,,150000,passat,250,,2000
volkswagen,cabrio,rot,benzin,manuell,150000,golf,6000,75,1995
mini,kleinwagen,schwarz,benzin,manuell,125000,cooper,10000,122,2010
opel,coupe,,benzin,manuell,150000,astra,6000,140,2009
mercedes_benz,limousine,schwarz,diesel,manuell,150000,b_klasse,6000,,2010
ford,kleinwagen,silber,benzin,manuell,125000,fiesta,2000,60,2007
opel,bus,rot,diesel,manuell,150000,combo,3000,75,2010
bmw,suv,schwarz,diesel,automatik,150000,x_reihe,22500,258,2012
fiat,kleinwagen,schwarz,benzin,automatik,30000,500,9000,69,2014
mazda,,silber,diesel,manuell,150000,3_reihe,3000,109,2005
mercedes_benz,kleinwagen,,benzin,manuell,125000,a_klasse,1000,81,2005
bmw,andere,silber,andere,,5000,3er,50,2000,2015
bmw,kombi,silber,benzin,automatik,150000,3er,3500,143,2005
opel,kombi,schwarz,diesel,automatik,150000,insignia,17500,194,2015
dacia,limousine,rot,benzin,manuell,100000,sandero,6000,84,2011
ford,kleinwagen,silber,benzin,manuell,150000,fiesta,1500,69,2005
volkswagen,,grau,benzin,manuell,150000,golf,4000,80,2009
hyundai,suv,,diesel,manuell,100000,ix_reihe,10000,136,2013
renault,kleinwagen,schwarz,benzin,manuell,60000,clio,7000,103,2012
daihatsu,kleinwagen,blau,benzin,manuell,150000,cuore,1000,,2005
mazda,kombi,braun,benzin,manuell,100000,3_reihe,2000,88,2000
opel,kleinwagen,,benzin,manuell,150000,corsa,50,55,2005
skoda,kleinwagen,schwarz,benzin,manuell,5000,fabia,10000,60,2015
opel,kleinwagen,silber,benzin,manuell,150000,corsa,1500,65,2000
suzuki,kleinwagen,schwarz,benzin,manuell,150000,swift,2000,93,2010
opel,,,,,150000,corsa,1000,60,2000
bmw,limousine,schwarz,benzin,manuell,150000,3er,2000,143,2005
hyundai,limousine,silber,benzin,manuell,100000,i_reihe,6000,109,2010
audi,limousine,,diesel,automatik,150000,a8,6000,233,2005
volkswagen,bus,blau,diesel,manuell,150000,transporter,3500,68,2005
ford,kleinwagen,grau,benzin,manuell,150000,fiesta,3000,60,2006
bmw,limousine,andere,benzin,automatik,150000,5er,4500,150,2000
trabant,cabrio,gruen,,,5000,andere,5000,26,1990
volkswagen,bus,,diesel,manuell,150000,transporter,5000,68,2000
volkswagen,,schwarz,benzin,manuell,150000,polo,2000,75,2005
renault,kleinwagen,,benzin,manuell,150000,clio,1500,,2005
ford,kleinwagen,rot,benzin,manuell,150000,fiesta,1000,60,2000
volkswagen,kleinwagen,blau,benzin,manuell,150000,golf,7000,116,1995
bmw,limousine,silber,diesel,automatik,150000,5er,4000,231,2006
audi,kombi,schwarz,diesel,automatik,20000,a6,40000,190,2015
opel,limousine,blau,benzin,manuell,150000,astra,2000,101,2000
bmw,coupe,,benzin,manuell,150000,3er,,,2005
volkswagen,limousine,schwarz,benzin,manuell,150000,golf,5000,80,2009
opel,limousine,blau,diesel,manuell,150000,vectra,1500,101,2005
seat,kleinwagen,schwarz,diesel,manuell,150000,ibiza,1000,101,2006
bmw,limousine,silber,benzin,automatik,150000,3er,5000,150,2005
opel,limousine,gruen,benzin,automatik,150000,omega,500,115,2000
bmw,limousine,weiss,diesel,manuell,150000,1er,9000,197,2007
sonstige_autos,,,,,5000,,500,,2000
smart,cabrio,schwarz,benzin,automatik,70000,fortwo,6000,70,2011
volkswagen,kleinwagen,schwarz,benzin,automatik,70000,polo,13000,179,2013
opel,kombi,schwarz,benzin,manuell,125000,insignia,9000,140,2009
toyota,limousine,gold,benzin,manuell,150000,avensis,4000,129,2005
ford,kombi,blau,benzin,manuell,150000,c_max,3500,120,2005
volkswagen,kleinwagen,rot,benzin,manuell,150000,golf,,200,2006
opel,,,benzin,manuell,150000,corsa,1000,50,2005
mercedes_benz,limousine,andere,benzin,automatik,150000,e_klasse,15000,136,1985
opel,coupe,weiss,diesel,manuell,125000,astra,9000,116,2012
audi,,,diesel,manuell,150000,a3,10000,,2011
volkswagen,bus,blau,benzin,manuell,150000,sharan,2000,116,2005
audi,cabrio,weiss,benzin,manuell,150000,tt,11000,160,2010
ford,limousine,schwarz,benzin,manuell,150000,focus,1000,101,2005
opel,kleinwagen,schwarz,diesel,manuell,150000,corsa,3500,75,2008
volkswagen,,,benzin,manuell,70000,polo,2000,40,1985
volkswagen,kleinwagen,schwarz,benzin,manuell,150000,polo,500,50,2000
bmw,coupe,weiss,benzin,automatik,150000,3er,15000,170,2011
audi,kombi,schwarz,benzin,manuell,150000,a6,1000,150,2000
volkswagen,,schwarz,benzin,automatik,125000,scirocco,,200,2009
mercedes_benz,kombi,schwarz,diesel,automatik,125000,c_klasse,11000,204,2012
opel,,,benzin,manuell,150000,astra,1000,75,2000
opel,coupe,silber,benzin,manuell,150000,astra,,147,2005
volkswagen,kleinwagen,,benzin,manuell,150000,golf,1000,75,2000
opel,limousine,blau,benzin,manuell,150000,omega,500,60,2000
sonstige_autos,kombi,grau,benzin,manuell,5000,,3000,105,2005
kia,kombi,blau,benzin,manuell,20000,ceed,4500,126,2009
audi,kombi,schwarz,diesel,manuell,150000,a6,2500,116,2000
opel,,,,,150000,omega,1000,,1990
sonstige_autos,,,,,150000,,,,2000
volkswagen,limousine,blau,benzin,automatik,150000,golf,14000,250,2006
mercedes_benz,limousine,silber,benzin,manuell,150000,c_klasse,2000,,2005
mercedes_benz,kombi,silber,diesel,manuell,150000,andere,9000,204,2011
bmw,suv,schwarz,diesel,automatik,60000,x_reihe,25000,184,2013
sonstige_autos,,,,,150000,,90000,,2005
peugeot,kleinwagen,,benzin,,150000,2_reihe,1000,,2000
volkswagen,limousine,schwarz,benzin,automatik,60000,golf,20000,211,2011
volkswagen,limousine,schwarz,benzin,manuell,150000,scirocco,6000,160,2009
skoda,limousine,silber,benzin,manuell,150000,octavia,1500,75,2000
ford,kombi,gold,benzin,manuell,90000,mondeo,6000,145,2007
volkswagen,limousine,silber,benzin,automatik,125000,golf,8000,122,2008
volkswagen,limousine,silber,benzin,manuell,125000,golf,2000,75,2000
mercedes_benz,cabrio,schwarz,benzin,automatik,150000,slk,9000,163,2005
bmw,suv,grau,benzin,automatik,150000,x_reihe,27500,585,2009
volkswagen,cabrio,schwarz,benzin,manuell,100000,eos,7000,122,2008
volkswagen,kombi,schwarz,diesel,manuell,150000,passat,5000,140,2006
bmw,suv,,benzin,manuell,40000,x_reihe,20000,150,2014
renault,kleinwagen,schwarz,benzin,manuell,150000,clio,5000,128,2009
fiat,coupe,,benzin,manuell,125000,andere,500,139,2000
bmw,kombi,weiss,diesel,manuell,125000,3er,14000,245,2009
bmw,coupe,blau,benzin,automatik,80000,3er,17500,235,2011
opel,limousine,blau,,manuell,150000,vectra,1500,147,2005
peugeot,kleinwagen,gelb,benzin,manuell,70000,andere,4500,73,2008
ford,kombi,silber,diesel,manuell,50000,focus,13000,120,2015
volkswagen,kombi,schwarz,diesel,automatik,150000,passat,4000,105,2006
renault,limousine,schwarz,benzin,manuell,150000,twingo,1000,59,2007
fiat,kombi,blau,diesel,manuell,150000,doblo,3000,105,2007
skoda,kleinwagen,rot,benzin,manuell,60000,fabia,10000,86,2014
opel,kleinwagen,schwarz,benzin,manuell,150000,corsa,500,54,2000
mercedes_benz,limousine,schwarz,diesel,automatik,150000,e_klasse,4500,150,2005
mercedes_benz,cabrio,,benzin,automatik,150000,sl,15000,205,1980
mercedes_benz,bus,weiss,diesel,manuell,5000,sprinter,45000,190,2015
volkswagen,kombi,blau,diesel,manuell,80000,passat,20000,150,2015
toyota,kleinwagen,gelb,benzin,manuell,90000,yaris,3500,74,2009
volkswagen,kleinwagen,gruen,benzin,manuell,150000,golf,1000,114,2000
ford,andere,weiss,diesel,manuell,150000,andere,500,,2005
mercedes_benz,limousine,gold,benzin,automatik,70000,c_klasse,3500,136,1995
mercedes_benz,limousine,schwarz,benzin,manuell,80000,cla,22500,156,2014
mercedes_benz,cabrio,schwarz,benzin,automatik,125000,e_klasse,17500,184,2010
mercedes_benz,limousine,blau,,automatik,150000,c_klasse,,220,2000
audi,limousine,,benzin,manuell,150000,a4,1000,150,1995
ford,suv,gold,benzin,manuell,90000,kuga,12000,,2014
volkswagen,coupe,,benzin,,10000,kaefer,250,34,2015
audi,limousine,schwarz,benzin,manuell,150000,a4,500,125,2000
audi,kombi,grau,diesel,automatik,125000,a6,22500,245,2013
renault,bus,rot,benzin,manuell,150000,kangoo,2000,75,2005
audi,kleinwagen,silber,benzin,manuell,150000,a3,2000,101,2005
fiat,kleinwagen,blau,,manuell,100000,500,9000,24,1970
smart,cabrio,silber,benzin,automatik,150000,fortwo,2500,61,2005
skoda,limousine,,benzin,automatik,125000,superb,9000,160,2009
ford,kombi,blau,benzin,manuell,150000,focus,,100,2005
volkswagen,kombi,blau,benzin,manuell,150000,passat,1500,150,2000
renault,kombi,blau,diesel,manuell,5000,laguna,250,,2005
ford,bus,blau,diesel,manuell,100000,c_max,9000,116,2011
audi,coupe,weiss,benzin,manuell,80000,tt,17500,160,2011
volkswagen,andere,rot,diesel,manuell,150000,transporter,17500,102,2011
volkswagen,,,benzin,manuell,5000,golf,500,90,1995
bmw,,schwarz,benzin,manuell,150000,3er,1000,116,2005
peugeot,kleinwagen,silber,benzin,automatik,150000,2_reihe,2000,75,2005
