brand,car_type,color,fuel_type,gear_type,mileage,model,price,ps,year_of_registration
opel,kleinwagen,blau,benzin,manuell,150000,corsa,1000,75,2005
bmw,,,benzin,manuell,150000,3er,2000,120,2000
audi,suv,schwarz,diesel,automatik,150000,q5,17500,170,2010
fiat,kleinwagen,schwarz,benzin,manuell,125000,punto,1000,60,2005
suzuki,kleinwagen,blau,benzin,automatik,90000,alto,1000,54,2000
sonstige_autos,limousine,,benzin,,5000,,5000,120,2009
bmw,limousine,schwarz,benzin,manuell,125000,3er,7000,129,2006
alfa_romeo,cabrio,schwarz,benzin,manuell,125000,spider,14000,185,2009
bmw,limousine,blau,diesel,automatik,150000,7er,20000,224,2011
audi,limousine,schwarz,diesel,manuell,150000,a4,17500,177,2013
toyota,limousine,silber,benzin,manuell,100000,auris,6000,97,2007
bmw,limousine,blau,benzin,manuell,150000,5er,10000,272,2007
volkswagen,limousine,blau,benzin,automatik,125000,golf,10000,160,2010
audi,kombi,grau,diesel,automatik,150000,a4,4500,163,2005
audi,kombi,schwarz,diesel,manuell,150000,a4,6000,170,2008
bmw,coupe,weiss,benzin,manuell,5000,3er,20000,650,2000
volvo,kombi,schwarz,benzin,manuell,150000,v40,2500,122,2005
ford,,rot,benzin,manuell,150000,c_max,4500,,2007
volkswagen,limousine,rot,benzin,manuell,125000,golf,1500,60,2000
ford,limousine,silber,diesel,manuell,150000,focus,3500,90,2008
opel,kleinwagen,weiss,benzin,manuell,150000,corsa,4000,69,2013
bmw,cabrio,,benzin,automatik,100000,6er,22500,367,2005
audi,cabrio,schwarz,benzin,automatik,150000,a4,6000,170,2005
peugeot,cabrio,blau,benzin,manuell,150000,2_reihe,,109,2005
volkswagen,limousine,grau,benzin,manuell,150000,golf,3000,116,2005
audi,coupe,silber,benzin,manuell,150000,tt,13000,300,2007
honda,coupe,silber,benzin,manuell,150000,civic,1500,90,2000
ford,andere,silber,diesel,manuell,150000,transit,2500,90,2005
opel,kombi,grau,benzin,manuell,150000,astra,3000,140,2006
citroen,limousine,silber,benzin,manuell,125000,c3,1500,73,2007
peugeot,cabrio,rot,benzin,manuell,150000,3_reihe,2000,109,2005
seat,limousine,rot,benzin,manuell,70000,leon,8000,160,2009
mercedes_benz,limousine,schwarz,diesel,automatik,80000,c_klasse,13000,170,2011
seat,,grau,benzin,manuell,150000,ibiza,2000,60,2005
audi,limousine,silber,diesel,manuell,150000,a4,5000,131,2005
mercedes_benz,bus,silber,diesel,manuell,150000,a_klasse,2000,95,2005
mercedes_benz,kombi,blau,benzin,manuell,150000,e_klasse,5000,136,1985
volkswagen,limousine,schwarz,benzin,manuell,150000,golf,14000,211,2011
ford,kombi,schwarz,diesel,manuell,150000,focus,2000,136,2008
bmw,limousine,rot,benzin,manuell,150000,5er,13000,192,1995
mercedes_benz,coupe,schwarz,benzin,automatik,150000,cl,5000,299,2005
ford,,schwarz,diesel,manuell,150000,focus,4000,109,2010
opel,kombi,silber,benzin,manuell,150000,vectra,1000,101,2000
volkswagen,limousine,schwarz,diesel,manuell,150000,golf,1000,90,2000
volkswagen,kleinwagen,schwarz,benzin,manuell,150000,golf,7000,280,2005
volkswagen,limousine,rot,benzin,automatik,150000,golf,7000,200,2005
bmw,limousine,weiss,diesel,automatik,150000,7er,20000,306,2010
mazda,cabrio,blau,benzin,manuell,150000,mx_reihe,3500,110,2000
smart,kleinwagen,silber,diesel,automatik,150000,fortwo,2500,41,2005
volkswagen,kleinwagen,blau,benzin,manuell,150000,polo,1500,54,1995
volkswagen,kleinwagen,,benzin,manuell,100000,lupo,2000,60,2005
audi,limousine,schwarz,diesel,manuell,125000,a4,25000,190,2015
chevrolet,suv,grau,lpg,manuell,150000,captiva,7000,136,2008
mercedes_benz,limousine,schwarz,benzin,manuell,150000,c_klasse,1500,122,2000
mercedes_benz,limousine,silber,benzin,,150000,a_klasse,500,102,2000
peugeot,kleinwagen,schwarz,benzin,manuell,150000,2_reihe,2000,88,2006
mercedes_benz,kombi,schwarz,diesel,automatik,125000,c_klasse,27500,231,2013
volkswagen,kleinwagen,silber,benzin,manuell,150000,golf,500,75,2000
smart,kleinwagen,schwarz,benzin,manuell,150000,forfour,1500,75,2005
volkswagen,,schwarz,diesel,manuell,150000,passat,8000,,2011
opel,limousine,blau,diesel,manuell,150000,astra,7000,165,2012
mazda,suv,schwarz,diesel,manuell,150000,cx_reihe,7000,173,2011
volkswagen,kleinwagen,rot,benzin,manuell,150000,lupo,100,50,2000
skoda,limousine,blau,benzin,manuell,80000,fabia,4500,69,2009
chevrolet,suv,grau,diesel,manuell,150000,captiva,5000,150,2007
renault,kleinwagen,,benzin,automatik,150000,megane,2500,,2005
bmw,limousine,,benzin,manuell,125000,3er,2000,118,2000
volkswagen,kleinwagen,schwarz,benzin,manuell,125000,polo,1000,54,2005
volkswagen,kombi,blau,benzin,automatik,90000,golf,6000,102,2005
ford,kombi,schwarz,diesel,manuell,150000,focus,1500,109,2008
volkswagen,bus,weiss,diesel,manuell,150000,caddy,8000,102,2012
volkswagen,kombi,weiss,diesel,automatik,90000,passat,27500,239,2015
bmw,kombi,schwarz,diesel,automatik,150000,3er,20000,184,2012
skoda,kombi,grau,diesel,automatik,150000,octavia,1500,140,2006
fiat,kleinwagen,grau,benzin,manuell,150000,punto,1000,60,2000
bmw,limousine,,diesel,automatik,30000,5er,7000,,2009
bmw,kombi,schwarz,benzin,automatik,150000,5er,9000,218,2005
volkswagen,limousine,blau,diesel,manuell,90000,golf,10000,125,2011
volkswagen,limousine,gruen,benzin,manuell,150000,polo,50,,2005
audi,limousine,blau,diesel,manuell,150000,a3,3000,105,2008
volkswagen,limousine,silber,benzin,manuell,150000,golf,3500,116,2006
volkswagen,kleinwagen,blau,benzin,manuell,150000,polo,1000,55,2005
toyota,limousine,gold,benzin,manuell,125000,avensis,5000,147,2005
nissan,,,benzin,,150000,note,2000,,2008
fiat,bus,weiss,diesel,manuell,150000,ducato,2000,128,2005
mercedes_benz,limousine,schwarz,benzin,automatik,150000,s_klasse,22500,387,2010
mercedes_benz,kombi,silber,diesel,manuell,150000,c_klasse,2000,122,2005
audi,limousine,grau,diesel,automatik,150000,s7,25000,245,2013
toyota,coupe,blau,benzin,automatik,125000,andere,30000,450,1995
renault,kleinwagen,blau,benzin,manuell,150000,twingo,500,58,2000
renault,bus,silber,benzin,manuell,150000,scenic,1000,107,2005
nissan,kleinwagen,silber,benzin,automatik,70000,micra,3000,,2005
audi,limousine,weiss,diesel,automatik,150000,a6,30000,313,2012
mercedes_benz,limousine,,benzin,automatik,90000,e_klasse,4000,,2000
mercedes_benz,limousine,silber,benzin,automatik,125000,c_klasse,27500,457,2009
bmw,,,benzin,manuell,150000,3er,2000,120,2000
toyota,limousine,silber,benzin,manuell,150000,corolla,3500,110,2005
ford,coupe,gold,benzin,automatik,70000,andere,22500,364,1970
sonstige_autos,limousine,schwarz,diesel,manuell,40000,,20000,150,2015
volkswagen,kleinwagen,,diesel,manuell,150000,golf,1500,10,2005
audi,limousine,grau,benzin,automatik,150000,a6,2000,136,2000
renault,bus,weiss,diesel,manuell,150000,kangoo,3000,68,2007
mitsubishi,limousine,weiss,benzin,manuell,150000,colt,3500,75,2011
volkswagen,limousine,grau,benzin,manuell,150000,golf,3500,80,2007
ford,kombi,braun,benzin,manuell,125000,focus,10000,150,2011
volkswagen,,braun,diesel,manuell,60000,golf,17500,150,2015
volkswagen,kleinwagen,schwarz,benzin,manuell,125000,golf,3000,,2005
mitsubishi,coupe,gruen,benzin,manuell,100000,colt,12000,150,2000
opel,kleinwagen,silber,benzin,automatik,150000,corsa,2500,90,2005
volkswagen,kombi,rot,benzin,manuell,125000,passat,1500,90,1995
renault,cabrio,schwarz,diesel,manuell,150000,megane,4500,131,2009
ford,cabrio,rot,benzin,automatik,80000,mustang,55000,224,1970
skoda,limousine,schwarz,benzin,manuell,150000,octavia,6000,122,2009
renault,andere,grau,benzin,manuell,150000,megane,500,95,2005
volkswagen,bus,grau,diesel,manuell,150000,touran,4500,140,2007
volkswagen,suv,silber,diesel,automatik,150000,touran,4000,140,2005
opel,kombi,schwarz,diesel,automatik,150000,insignia,12000,160,2011
mercedes_benz,kombi,schwarz,diesel,automatik,150000,e_klasse,8000,190,2008
bmw,kombi,gruen,benzin,manuell,150000,5er,4000,170,2000
bmw,bus,weiss,diesel,automatik,60000,2er,27500,190,2015
mercedes_benz,limousine,schwarz,benzin,manuell,100000,c_klasse,11000,156,2010
volkswagen,bus,schwarz,benzin,manuell,150000,transporter,17500,140,2000
bmw,coupe,weiss,andere,manuell,5000,3er,12000,512,2005
nissan,suv,schwarz,diesel,manuell,150000,navara,15000,174,2006
mercedes_benz,coupe,silber,benzin,automatik,150000,andere,7000,185,1980
mazda,kombi,blau,benzin,manuell,150000,6_reihe,2500,147,2005
bmw,kombi,schwarz,diesel,automatik,150000,5er,9000,177,2008
opel,kombi,silber,diesel,manuell,150000,astra,2500,150,2006
ford,andere,grau,diesel,automatik,150000,fusion,1000,,2006
bmw,suv,weiss,diesel,automatik,150000,x_reihe,15000,220,2011
volkswagen,bus,weiss,diesel,manuell,90000,caddy,8000,102,2014
bmw,cabrio,schwarz,benzin,manuell,150000,3er,4500,150,1995
bmw,cabrio,silber,benzin,manuell,150000,z_reihe,6000,170,2005
sonstige_autos,kombi,blau,diesel,automatik,150000,,3000,140,2007
mercedes_benz,,,,,150000,,1000,,1995
mercedes_benz,limousine,silber,benzin,manuell,150000,a_klasse,1000,82,2000
volkswagen,kleinwagen,schwarz,benzin,manuell,150000,golf,1000,75,2000
bmw,limousine,beige,diesel,automatik,150000,3er,6000,163,2006
opel,limousine,schwarz,diesel,manuell,150000,zafira,250,105,2005
mercedes_benz,limousine,,benzin,manuell,150000,e_klasse,1500,118,1995
seat,kleinwagen,schwarz,benzin,manuell,100000,ibiza,8000,86,2012
volkswagen,limousine,weiss,benzin,manuell,50000,golf,15000,110,2015
volkswagen,limousine,,diesel,manuell,150000,golf,3500,105,2005
toyota,limousine,silber,hybrid,automatik,125000,prius,9000,99,2010
mercedes_benz,kombi,schwarz,diesel,automatik,125000,c_klasse,27500,231,2013
ford,kombi,gruen,benzin,manuell,150000,focus,,110,2005
audi,kombi,schwarz,diesel,automatik,150000,a6,1500,155,2005
skoda,limousine,weiss,benzin,manuell,50000,rapid,8000,90,2015
volkswagen,limousine,silber,benzin,manuell,90000,golf,8000,122,2011
nissan,limousine,,diesel,,150000,primera,1000,,2005
bmw,limousine,schwarz,lpg,manuell,150000,5er,,200,2000
kia,limousine,blau,benzin,manuell,125000,ceed,2500,105,2006
skoda,kleinwagen,rot,benzin,manuell,70000,citigo,6000,60,2015
volkswagen,kombi,schwarz,diesel,manuell,150000,passat,5000,170,2008
renault,kleinwagen,blau,benzin,manuell,125000,clio,3000,58,2008
bmw,limousine,schwarz,benzin,automatik,150000,7er,17500,326,2009
volkswagen,limousine,,benzin,manuell,150000,golf,1500,75,2000
bmw,limousine,blau,benzin,automatik,150000,5er,7000,170,2005
audi,coupe,,diesel,automatik,150000,a5,13000,190,2009
hyundai,suv,grau,benzin,automatik,5000,kona,27500,177,2015
opel,limousine,gold,benzin,manuell,90000,andere,,75,1990
renault,,silber,benzin,manuell,125000,modus,3000,75,2006
volkswagen,limousine,,diesel,manuell,150000,transporter,1000,90,2000
dacia,kleinwagen,grau,benzin,manuell,125000,sandero,5000,84,2012
renault,kleinwagen,schwarz,benzin,manuell,90000,clio,5000,101,2007
bmw,kombi,schwarz,diesel,manuell,150000,5er,12000,184,2011
mercedes_benz,limousine,silber,benzin,manuell,150000,andere,1500,130,2005
land_rover,suv,silber,benzin,automatik,150000,defender,10000,163,1980
skoda,kombi,silber,benzin,manuell,70000,andere,3500,75,2006
renault,,,,,150000,laguna,1000,,2000
volkswagen,kombi,blau,diesel,manuell,150000,golf,1500,101,2005
audi,limousine,silber,benzin,manuell,150000,a4,,101,2000
audi,limousine,blau,diesel,manuell,150000,a3,3000,136,2005
volvo,kombi,schwarz,benzin,manuell,150000,v40,2500,122,2005
bmw,,,benzin,,150000,5er,1000,,1990
mercedes_benz,cabrio,blau,benzin,automatik,150000,clk,7000,,2005
mazda,kombi,gruen,benzin,manuell,150000,3_reihe,500,78,2000
audi,limousine,grau,benzin,manuell,150000,a6,2500,150,1995
suzuki,suv,schwarz,benzin,manuell,80000,vitara,2500,80,1995
mercedes_benz,cabrio,,benzin,automatik,40000,sl,70000,435,2014
mazda,limousine,,benzin,manuell,5000,3_reihe,1000,88,2000
audi,limousine,grau,benzin,automatik,150000,a3,5000,250,2005
opel,kleinwagen,blau,benzin,manuell,150000,corsa,1000,60,2000
audi,kombi,,diesel,automatik,150000,a6,6000,225,2006
sonstige_autos,,,,,150000,,4000,,2005
bmw,kombi,,benzin,automatik,150000,3er,1500,170,2000
renault,kombi,blau,diesel,manuell,150000,laguna,2000,150,2006
volkswagen,limousine,,benzin,manuell,125000,golf,9000,140,2008
fiat,,,benzin,manuell,80000,punto,3000,75,2008
volkswagen,kleinwagen,silber,benzin,automatik,125000,polo,1500,60,2000
mercedes_benz,kleinwagen,gruen,benzin,manuell,150000,a_klasse,1000,75,2000
volkswagen,kombi,schwarz,benzin,automatik,20000,passat,40000,220,2015
sonstige_autos,kleinwagen,grau,diesel,automatik,40000,,4000,5,2006
mini,suv,schwarz,benzin,automatik,30000,cooper,35000,192,2015
volkswagen,suv,schwarz,diesel,automatik,5000,touareg,70000,262,2015
volkswagen,kombi,weiss,benzin,automatik,10000,passat,40000,179,2015
sonstige_autos,kleinwagen,blau,diesel,automatik,50000,,4000,5,2006
volkswagen,bus,,diesel,manuell,150000,touran,4000,105,2005
opel,kombi,,benzin,manuell,150000,vectra,1000,116,2000
subaru,limousine,blau,benzin,manuell,80000,impreza,30000,487,2006
audi,kleinwagen,schwarz,diesel,manuell,150000,a2,4000,75,2005
ford,limousine,weiss,diesel,manuell,150000,focus,6000,95,2013
peugeot,cabrio,,benzin,manuell,150000,2_reihe,3000,150,2008
volkswagen,limousine,blau,benzin,manuell,150000,golf,2000,75,1985
audi,kombi,schwarz,diesel,automatik,125000,a6,14000,171,2010
audi,kombi,grau,benzin,automatik,150000,a6,3500,340,2005
toyota,limousine,schwarz,hybrid,automatik,100000,auris,12000,99,2015
mercedes_benz,kombi,grau,diesel,automatik,150000,c_klasse,4500,150,2005
skoda,kombi,schwarz,diesel,automatik,150000,octavia,14000,184,2015
ford,kleinwagen,silber,benzin,manuell,150000,fiesta,1000,,2005
bmw,limousine,grau,benzin,automatik,150000,3er,1500,150,2000
bmw,kombi,blau,diesel,manuell,125000,5er,14000,184,2012
volkswagen,limousine,grau,diesel,manuell,125000,golf,6000,105,2006
mercedes_benz,limousine,,diesel,automatik,150000,e_klasse,20000,231,2010
audi,kombi,weiss,diesel,automatik,150000,a6,14000,204,2012
ford,kleinwagen,weiss,benzin,manuell,150000,fiesta,4000,60,2012
renault,kombi,silber,benzin,manuell,150000,laguna,1000,107,2005
volkswagen,,grau,,manuell,150000,polo,1000,,2015
bmw,kombi,rot,benzin,manuell,150000,3er,4000,150,2000
mercedes_benz,bus,gruen,diesel,manuell,150000,vito,3000,122,2005
ford,kombi,blau,diesel,manuell,150000,mondeo,2500,131,2005
volkswagen,kombi,blau,diesel,manuell,150000,passat,2500,131,2005
bmw,limousine,schwarz,benzin,manuell,150000,3er,2000,102,2000
opel,kleinwagen,grau,benzin,manuell,125000,corsa,2000,60,2005
bmw,limousine,schwarz,benzin,manuell,150000,1er,4000,116,2005
ford,suv,weiss,benzin,manuell,20000,ecosport,22500,125,2015
mercedes_benz,bus,weiss,benzin,manuell,150000,sprinter,2000,143,2000
volkswagen,kombi,blau,benzin,manuell,150000,passat,1000,116,1995
kia,suv,grau,diesel,manuell,150000,sportage,11000,116,2014
seat,kombi,silber,benzin,manuell,150000,arosa,500,50,2005
opel,kleinwagen,silber,benzin,manuell,150000,corsa,1000,58,2005
opel,limousine,silber,benzin,automatik,80000,corsa,2500,90,2005
bmw,limousine,silber,diesel,automatik,150000,5er,4500,231,2006
opel,kleinwagen,blau,diesel,manuell,150000,corsa,4000,75,2011
renault,kleinwagen,weiss,elektro,automatik,20000,andere,6000,11,2012
volkswagen,andere,weiss,diesel,manuell,150000,caddy,500,64,2000
volkswagen,bus,grau,diesel,manuell,150000,touran,11000,105,2012
skoda,kombi,silber,benzin,manuell,150000,octavia,6000,105,2010
ford,kleinwagen,,benzin,manuell,150000,fiesta,500,60,2005
skoda,kombi,silber,diesel,automatik,150000,octavia,2000,140,2005
opel,bus,weiss,diesel,manuell,150000,andere,7000,114,2012
renault,cabrio,schwarz,benzin,,150000,megane,2500,,2005
bmw,limousine,,diesel,automatik,150000,7er,11000,,2007
fiat,limousine,grau,diesel,manuell,150000,bravo,4000,120,2007
mercedes_benz,andere,rot,,manuell,150000,sprinter,25000,88,2008
ford,limousine,,diesel,manuell,150000,c_max,1000,,2006
ford,bus,grau,diesel,manuell,150000,c_max,6000,109,2009
volkswagen,limousine,blau,benzin,automatik,90000,golf,4000,90,1990
ford,limousine,silber,benzin,manuell,80000,fiesta,500,75,2000
audi,kombi,schwarz,benzin,manuell,150000,a3,9000,125,2011
seat,kleinwagen,andere,benzin,manuell,100000,ibiza,1000,,2006
ford,limousine,,diesel,automatik,90000,focus,11000,120,2015
chevrolet,kleinwagen,blau,benzin,manuell,80000,matiz,1500,67,2006
bmw,limousine,schwarz,benzin,manuell,150000,3er,4000,116,2005
ford,suv,orange,diesel,manuell,90000,andere,10000,156,2008
volkswagen,kombi,schwarz,diesel,automatik,150000,passat,4000,179,2005
kia,,grau,benzin,manuell,70000,sportage,11000,135,2012
bmw,limousine,schwarz,diesel,automatik,150000,7er,8000,,2006
sonstige_autos,,,,,150000,,2500,,2005
bmw,limousine,grau,benzin,automatik,150000,5er,9000,177,2006
nissan,,,,,150000,almera,500,,2000
bmw,limousine,braun,benzin,manuell,125000,1er,7000,122,2009
alfa_romeo,,silber,benzin,manuell,125000,andere,3500,120,2006
porsche,suv,grau,benzin,automatik,150000,cayenne,,340,2005
mercedes_benz,kombi,silber,benzin,manuell,150000,e_klasse,1500,170,2000
seat,kombi,schwarz,diesel,manuell,150000,leon,3500,116,2005
ford,kleinwagen,weiss,diesel,manuell,150000,fiesta,3500,68,2010
volkswagen,kleinwagen,blau,benzin,manuell,150000,fox,2000,54,2006
ford,kleinwagen,,benzin,manuell,150000,fiesta,500,60,2000
fiat,kleinwagen,blau,benzin,manuell,100000,500,1000,74,2005
renault,kleinwagen,gruen,benzin,manuell,150000,scenic,1000,95,2005
volkswagen,kombi,blau,diesel,manuell,150000,golf,1500,131,2005
opel,,blau,benzin,manuell,125000,astra,7000,120,2011
bmw,,schwarz,diesel,automatik,150000,x_reihe,7000,218,2006
mercedes_benz,limousine,schwarz,benzin,automatik,60000,c_klasse,40000,367,2015
fiat,limousine,blau,benzin,manuell,125000,punto,1500,60,2005
volkswagen,limousine,schwarz,benzin,manuell,150000,polo,4000,60,2011
suzuki,suv,,diesel,,150000,jimny,,,2005
mercedes_benz,bus,braun,diesel,,80000,andere,10000,,2014
trabant,,,,,5000,601,,,1990
citroen,,,benzin,manuell,150000,andere,1500,102,2005
volkswagen,limousine,schwarz,benzin,manuell,150000,polo,2500,80,2005
volkswagen,andere,silber,benzin,manuell,150000,golf,4000,80,2006
seat,kleinwagen,blau,benzin,manuell,90000,marbella,1500,34,2000
volkswagen,limousine,schwarz,diesel,automatik,150000,touran,12000,105,2012
sonstige_autos,,,,manuell,150000,,1000,,2005
mercedes_benz,kombi,silber,benzin,manuell,150000,e_klasse,2000,170,2000
ford,coupe,blau,benzin,automatik,40000,mustang,5000,,2000
mercedes_benz,limousine,schwarz,diesel,automatik,150000,e_klasse,8000,190,2008
volkswagen,bus,grau,benzin,manuell,150000,transporter,12000,78,1985
volkswagen,kleinwagen,blau,benzin,manuell,150000,golf,1500,101,2000
volkswagen,cabrio,,benzin,manuell,150000,golf,6000,75,1995
opel,limousine,silber,benzin,manuell,150000,astra,1500,55,2000
toyota,kleinwagen,blau,benzin,manuell,150000,yaris,1500,68,2005
audi,suv,grau,diesel,automatik,100000,q7,40000,245,2015
volvo,suv,blau,diesel,automatik,70000,xc_reihe,30000,190,2015
kia,limousine,schwarz,benzin,manuell,70000,rio,9000,109,2014
peugeot,,,diesel,manuell,30000,4_reihe,3000,101,2006
fiat,bus,weiss,diesel,manuell,150000,doblo,4000,90,2012
nissan,limousine,weiss,diesel,manuell,125000,andere,9000,110,2015
land_rover,suv,grau,diesel,automatik,20000,discovery,55000,258,2015
bmw,coupe,rot,benzin,automatik,150000,3er,3000,150,1995
volkswagen,,schwarz,diesel,manuell,150000,touran,5000,105,2005
audi,,,,,150000,a3,2000,108,2015
citroen,kleinwagen,,diesel,manuell,150000,c1,1000,,2006
renault,bus,silber,benzin,manuell,80000,espace,1500,140,2000
volvo,,,benzin,manuell,150000,andere,6000,155,2000
bmw,limousine,blau,benzin,manuell,150000,3er,1000,116,2000
mercedes_benz,limousine,schwarz,diesel,automatik,150000,e_klasse,7000,170,2007
volkswagen,cabrio,schwarz,benzin,manuell,150000,golf,2000,101,2000
mazda,kombi,silber,benzin,manuell,150000,3_reihe,2500,98,2005
seat,kleinwagen,blau,benzin,manuell,150000,ibiza,500,60,2000
renault,kleinwagen,rot,benzin,manuell,125000,clio,3500,75,2008
opel,kleinwagen,grau,benzin,manuell,150000,corsa,3000,60,2008
fiat,bus,weiss,diesel,manuell,150000,doblo,5000,90,2013
audi,limousine,gruen,diesel,manuell,125000,a3,,,2005
ford,bus,grau,benzin,automatik,70000,s_max,35000,240,2015
bmw,limousine,braun,benzin,manuell,125000,1er,7000,122,2009
bmw,kombi,blau,diesel,manuell,150000,3er,2500,150,2005
volkswagen,kleinwagen,,benzin,manuell,60000,golf,8000,54,1990
ford,kleinwagen,,benzin,manuell,5000,ka,500,,2000
bmw,coupe,silber,benzin,manuell,150000,3er,4000,143,2005
mercedes_benz,limousine,silber,benzin,manuell,150000,andere,2500,136,2000
audi,kombi,schwarz,benzin,automatik,150000,a6,1500,193,2000
bmw,limousine,,benzin,automatik,150000,3er,9000,218,2006
opel,kleinwagen,,benzin,manuell,150000,corsa,1500,75,2005
mercedes_benz,limousine,silber,benzin,manuell,100000,a_klasse,3500,136,2005
volkswagen,andere,rot,benzin,manuell,125000,caddy,1500,75,2000
opel,coupe,,benzin,manuell,150000,astra,4500,147,2005
volkswagen,limousine,,diesel,automatik,150000,passat,3000,140,2006
renault,cabrio,blau,benzin,manuell,150000,megane,1000,107,2000
bmw,,,,,150000,3er,500,,1995
renault,kleinwagen,grau,diesel,manuell,150000,clio,8000,90,2014
bmw,limousine,violet,benzin,manuell,150000,3er,1000,102,1995
volkswagen,bus,schwarz,benzin,automatik,30000,touran,27500,150,2015
ford,kombi,schwarz,benzin,manuell,150000,mondeo,7000,145,2009
mercedes_benz,andere,schwarz,diesel,manuell,150000,sprinter,2500,110,2000
mercedes_benz,cabrio,gold,benzin,automatik,150000,sl,17500,,1980
mercedes_benz,limousine,silber,benzin,automatik,150000,c_klasse,5000,170,2005
volkswagen,limousine,rot,benzin,manuell,150000,passat,1500,101,2000
bmw,andere,schwarz,benzin,manuell,150000,3er,,100,1995
bmw,limousine,gruen,diesel,automatik,150000,1er,10000,143,2012
bmw,limousine,blau,benzin,manuell,150000,1er,10000,136,2011
volkswagen,bus,blau,diesel,automatik,150000,touran,4000,105,2005
peugeot,kleinwagen,,benzin,manuell,150000,2_reihe,500,60,2005
audi,kombi,schwarz,diesel,automatik,150000,a6,3500,180,2005
bmw,cabrio,schwarz,benzin,automatik,90000,3er,25000,360,2007
bmw,limousine,schwarz,diesel,automatik,40000,5er,1000,190,2015
skoda,limousine,silber,diesel,manuell,150000,superb,2500,131,2005
mercedes_benz,limousine,schwarz,benzin,automatik,50000,c_klasse,40000,367,2015
volkswagen,limousine,schwarz,benzin,manuell,150000,golf,2000,75,2005
audi,cabrio,weiss,diesel,automatik,150000,a5,17500,239,2011
bmw,kombi,schwarz,,manuell,150000,3er,250,,2000
alfa_romeo,coupe,rot,benzin,manuell,150000,andere,8000,170,2012
mercedes_benz,bus,,diesel,automatik,150000,sprinter,9000,,2009
renault,bus,grau,diesel,manuell,150000,scenic,5000,131,2009
audi,,,,,150000,a3,13000,,2009
smart,kleinwagen,schwarz,benzin,automatik,60000,fortwo,14000,102,2014
volkswagen,limousine,weiss,benzin,automatik,150000,passat,11000,160,2010
volkswagen,,schwarz,benzin,manuell,150000,polo,4000,70,2010
volkswagen,kombi,schwarz,benzin,automatik,40000,golf,22500,150,2015
bmw,limousine,schwarz,benzin,manuell,150000,3er,1000,102,2000
bmw,kombi,,diesel,automatik,150000,3er,12000,184,2014
ford,,schwarz,diesel,manuell,150000,galaxy,4000,131,2005
ford,kleinwagen,schwarz,benzin,manuell,40000,fiesta,10000,82,2015
opel,,,benzin,manuell,150000,corsa,500,75,2005
bmw,cabrio,gruen,benzin,manuell,150000,3er,3000,116,1995
audi,kombi,,benzin,manuell,150000,a3,5000,130,2008
volkswagen,limousine,silber,benzin,manuell,150000,polo,1500,55,2005
volkswagen,bus,blau,diesel,manuell,80000,transporter,8000,130,2008
mercedes_benz,limousine,,,automatik,150000,e_klasse,4000,177,2005
fiat,kleinwagen,grau,benzin,manuell,100000,500,7000,69,2013
bmw,limousine,schwarz,benzin,manuell,150000,1er,7000,116,2006
volkswagen,kleinwagen,gruen,benzin,manuell,100000,golf,3500,75,2005
volkswagen,kleinwagen,blau,benzin,manuell,150000,polo,2500,64,2005
volkswagen,kombi,blau,benzin,manuell,150000,golf,1000,106,2000
audi,limousine,schwarz,diesel,automatik,150000,a6,6000,140,2006
bmw,limousine,silber,benzin,manuell,150000,1er,4000,116,2006
hyundai,suv,schwarz,diesel,automatik,100000,andere,22500,197,2015
smart,cabrio,,benzin,automatik,50000,fortwo,13000,102,2014
renault,,,benzin,manuell,150000,laguna,50,58,2005
volkswagen,bus,weiss,diesel,manuell,150000,andere,12000,163,2012
sonstige_autos,suv,schwarz,diesel,automatik,20000,,70000,275,2015
mini,kleinwagen,rot,benzin,manuell,125000,one,5000,75,2011
sonstige_autos,,,,,150000,,50,,1995
sonstige_autos,suv,weiss,diesel,automatik,20000,,80000,275,2015
sonstige_autos,suv,blau,benzin,automatik,60000,,60000,430,2015
sonstige_autos,suv,schwarz,benzin,automatik,20000,,90000,430,2015
sonstige_autos,suv,schwarz,diesel,automatik,20000,,70000,275,2015
bmw,limousine,silber,benzin,manuell,150000,5er,2500,170,2000
audi,kleinwagen,rot,diesel,manuell,125000,a1,9000,143,2012
opel,limousine,rot,benzin,manuell,150000,vectra,500,100,2000
audi,limousine,schwarz,diesel,automatik,150000,a6,4000,,2005
opel,limousine,schwarz,benzin,manuell,125000,astra,7000,120,2013
land_rover,suv,schwarz,diesel,automatik,50000,range_rover,70000,340,2015
audi,suv,schwarz,benzin,automatik,50000,q3,22500,150,2015
volkswagen,kleinwagen,schwarz,benzin,manuell,150000,polo,500,60,2005
volvo,kombi,silber,benzin,manuell,150000,v40,2000,122,2005
bmw,kombi,schwarz,benzin,manuell,150000,3er,7000,192,2005
fiat,kleinwagen,orange,benzin,manuell,150000,panda,2500,60,2008
fiat,,,,manuell,150000,punto,500,,2000
nissan,bus,silber,benzin,manuell,100000,almera,1500,116,2005
alfa_romeo,limousine,schwarz,diesel,manuell,150000,andere,3000,200,2006
volkswagen,limousine,silber,benzin,manuell,150000,golf,2500,75,2005
mercedes_benz,cabrio,gold,benzin,automatik,80000,e_klasse,30000,306,2014
audi,suv,schwarz,benzin,automatik,40000,q5,35000,272,2015
opel,kleinwagen,silber,diesel,manuell,125000,meriva,4000,100,2009
